y_plus,U_plus
-10.607,0.0
-10.606,0.0
-8.561,-0.12503571833697683
-8.56,-0.12275782537188402
-6.193,-0.3128195578281898
-6.192,-0.30959145436744573
-3.453,-0.45466944536145454
-3.452,-0.4625040806982208
-3.451,-0.4591424827520881
-0.281,-0.4685348255186685
-0.28,-0.4773556839077425
-0.279,-0.4647070168706873
3.39,-0.17403895413943374
3.391,-0.20707358144659233
7.638,0.5712663657463672
7.639,0.5628251590745235
12.554,2.0063157213936806
12.555,1.9213277912160855
18.243,3.9055405483316754
18.244,3.8256862576149704
18.245,3.908100164553752
24.828,5.883875132686837
24.829,5.904338003479984
32.448,7.666807455908446
32.449,7.678888353267068
41.266,9.107197336073835
41.267,9.105203533198008
41.268,9.120263715039062
51.472,10.25211623642421
51.473,10.253940571599234
51.474,10.262290892925
63.284,11.186903040049085
63.285,11.193768849515592
76.953,11.980162630971568
76.954,11.978609322036734
92.772,12.666563560433334
92.773,12.666511634973428
111.08,13.276112792529323
111.081,13.277106873670968
132.268,13.821656590459162
132.269,13.82375289400625
156.788,14.303354654446258
156.789,14.305026406124716
185.166,14.7181872673909
218.007,15.048064818271916
256.014,15.266166091345838
300.0,15.345414319554308
343.986,15.266163991996324
381.993,15.048060862973939
414.834,14.718181497796524
443.211,14.305018647222095
443.212,14.303348081095187
467.731,13.82374378554375
467.732,13.821648234958417
488.919,13.277097616960281
488.92,13.276104748485025
507.227,12.666503290831653
507.228,12.666557848324421
523.046,11.9786051838175
523.047,11.980163493165241
536.715,11.19377277079879
536.716,11.186913159623977
548.526,10.26230373616875
548.527,10.253964223273194
548.528,10.252132731002085
558.732,9.120283052038126
558.733,9.105239246134339
558.734,9.107220526412593
567.551,7.67890774085344
567.552,7.666839901393725
575.171,5.904343634464621
575.172,5.8838984840868305
581.755,3.908112428456877
581.756,3.8256865445801065
581.757,3.9055626846097327
587.445,1.9213316146296417
587.446,2.006333815127745
592.361,0.5628353670280619
592.362,0.5712734132159737
596.609,-0.2070677859586203
596.61,-0.17403048137346777
600.279,-0.4647101184658123
600.28,-0.4773472375963089
600.281,-0.46853020012107577
603.451,-0.4591349810348991
603.452,-0.46250112585595343
603.453,-0.4546702009326363
606.192,-0.30958740187516703
606.193,-0.3128178628538877
608.56,-0.12275623275788847
608.561,-0.12503528363999108
610.606,0.0
610.607,0.0
