y_plus_wavy,U_plus
0.0,0.0
1.976,-0.25076637205640273
4.263,-0.13771949736116962
4.264,-0.07709298891447634
6.91,0.46047421764631097
6.911,0.39849844161952247
9.974,1.3251620682335568
13.519,2.417906255707451
17.622,3.6903906245160623
22.37,5.086562681223624
27.865,6.507897634192321
34.225,7.849399992098855
41.584,9.04313542662414
41.585,9.034254679022139
50.102,10.048276049609898
59.959,10.917633739551725
59.96,10.909182227669982
71.367,11.659989508469828
71.368,11.656973645829613
84.57,12.319275196681737
99.849,12.914201192751635
99.85,12.913931015372414
117.531,13.457628195525864
117.532,13.453857416157836
137.995,13.948038107965516
137.996,13.945563683313221
161.678,14.387504519810344
161.679,14.385240403069128
161.68,14.386448463006897
189.087,14.765817956520243
189.088,14.76670586177977
220.806,15.072707359051725
220.807,15.070534550080367
220.808,15.071926463184829
257.516,15.272763134837486
257.517,15.273731988991726
299.999,15.346266991752875
300.0,15.34478451315712
300.001,15.34663008950299
