y_plus_wavy,U_plus
0.0,0.0
2.054,-0.4156585662753933
4.355,-0.8092025069461491
6.932,-0.9486358327102091
9.818,-0.6814829434842541
13.05,-0.03881845132727393
16.67,0.897125362199785
20.725,2.109928229748848
25.266,3.59032687785475
30.352,5.234476974827612
36.049,6.837604237329218
42.429,8.220305274913798
49.574,9.339290634369963
49.575,9.34410013236645
57.577,10.249560837470632
57.578,10.252773586112042
66.541,11.015883579274675
76.58,11.67815006894302
87.824,12.264528347223296
100.417,12.791936733484677
114.521,13.271381593438266
114.522,13.271444513653499
130.318,13.709529357697765
148.01,14.109503666998298
148.011,14.109425679906167
167.825,14.471628679508333
167.826,14.47116071654022
190.019,14.79162541664889
190.02,14.791384625671999
214.875,15.064504858133695
214.876,15.064008891761599
242.714,15.279071868791666
242.715,15.278971294512981
242.716,15.278650220629249
273.894,15.41977697314692
273.895,15.419571269831968
273.896,15.41928241680375
308.816,15.470442492513564
308.817,15.469949732126333
308.818,15.470012478008334
