y_plus_wavy,U_plus
0.0,0.0
2.063,-0.1364791069783243
4.323,-0.2963847428669798
6.799,-0.4267401664887806
9.51,-0.4864891393798605
12.48,-0.41119228498134275
15.732,-0.09526006220518568
19.295,0.6095326789933492
23.197,1.8246259513314815
27.471,3.469818346687797
32.153,5.237050383175593
37.28,6.823691197927408
42.896,8.109758792172304
49.048,9.126176346383199
55.785,9.951492827719235
63.165,10.647938131760094
71.248,11.25308320984825
80.101,11.790146065012673
89.798,12.274964586250588
89.799,12.27494364412174
100.419,12.718797382621997
100.42,12.717401815744124
112.052,13.124270699146155
112.053,13.127294230660283
124.794,13.504913704951925
124.795,13.505119734327371
138.751,13.855226261416396
154.037,14.178797847231928
154.038,14.177972722031427
170.78,14.474719893243535
170.781,14.474028516112137
189.119,14.741490223714345
189.12,14.740909445162506
209.205,14.975932209416667
209.206,14.97535335511743
231.206,15.172934800865239
231.207,15.172518783955871
255.303,15.326122043389102
255.304,15.3256236048035
281.697,15.425311348362708
281.698,15.42501066815899
310.606,15.46088169638738
310.607,15.460604041959442
