y_plus_wavy,U_plus
0.0,0.0
1.909,2.496492596923335
4.047,3.6450519200713476
6.442,4.564587337678503
9.124,5.421687141963884
12.128,6.34101836880833
12.129,6.284212389608654
15.493,7.158217452866133
19.261,7.985577000346488
23.482,8.747682013064933
28.209,9.434871995431479
33.503,10.052873943359739
39.433,10.614274527881053
46.074,11.13148111889407
53.512,11.613930208852581
61.842,12.067775032824215
71.172,12.49595078011282
71.173,12.498439280415004
81.622,12.90382326252703
93.326,13.290198655271386
106.434,13.656216773074359
106.435,13.657346811692591
121.115,14.005318619250001
121.116,14.002390087023096
137.558,14.32883665225
137.559,14.326568102126556
155.975,14.625641768012624
176.601,14.894117398917842
199.702,15.125209689606411
199.703,15.125107400059306
225.575,15.308972250820513
225.576,15.3084027652995
254.554,15.428414298538828
254.555,15.428459514618519
287.009,15.471370541716347
287.01,15.470913302360042
