y_plus,U_plus
-10.607,0.0
-10.606,0.0
-8.561,-0.2796650422146337
-8.56,-0.29281914405478665
-6.193,-0.643155728650322
-6.192,-0.6594386392332651
-3.452,-0.8267419055817637
-3.451,-0.8374727709965916
-0.281,-0.6095727055515389
-0.28,-0.6361379907887778
-0.279,-0.6082018492139423
3.39,-0.027552808817942177
3.391,-0.0010333076760654925
7.638,0.9591464096695068
7.639,0.9866442680708871
12.554,2.307327591271231
12.555,2.3378956375969
18.243,4.046785165175152
18.244,4.023848566221988
24.828,5.87382864555726
24.829,5.910493325676039
32.448,7.598501220821779
32.449,7.631137442516535
41.267,9.04640159900308
41.268,9.059207375625144
51.473,10.210926098720169
63.284,11.159185423257705
63.285,11.171041701761846
76.953,11.961465107355332
76.954,11.970247196561784
92.773,12.660649000026016
111.08,13.270389393272207
111.081,13.27598553621777
132.268,13.821088545260261
132.269,13.822695822
156.788,14.30158530910407
156.789,14.305156481268016
185.166,14.71814952156413
218.007,15.048084945720733
256.014,15.26620229828755
300.0,15.345373380457888
343.986,15.26620010503577
381.993,15.048080777423104
414.834,14.718143430978326
443.211,14.305148727579484
443.212,14.301577564071515
467.731,13.822687194194286
467.732,13.821079473935148
488.919,13.275976225957075
488.92,13.270379217044589
507.227,12.660640710470688
523.046,11.970242236845621
523.047,11.96146304557062
536.715,11.171047172137719
536.716,11.159191690936755
548.527,10.21094399036667
558.732,9.059239820200002
558.733,9.04642583143489
567.551,7.631161361607906
567.552,7.598523434241267
575.171,5.910505978543237
575.172,5.873842623432568
581.756,4.023854866598994
581.757,4.046771554121212
587.445,2.3378939540222943
587.446,2.3073248352822393
592.361,0.9866404079196511
592.362,0.9591425920409311
596.609,-0.001033641168015298
596.61,-0.02755817884617008
600.279,-0.6082051625788566
600.28,-0.6361355703119552
600.281,-0.609585282084411
603.451,-0.8374668149590575
603.452,-0.826739756478928
606.192,-0.6594331338192283
606.193,-0.6431533541118466
608.56,-0.29281519078373425
608.561,-0.2796629822017298
610.606,0.0
610.607,0.0
