y_plus_wavy,U_plus
0.0,0.0
2.093,-0.1892073214170325
4.437,-0.4944340364876635
7.062,-0.7676737364252485
10.002,-0.870075190652797
13.295,-0.7125015969668422
16.984,-0.2508822704626391
21.115,0.5281034423650494
25.741,1.7447082620096106
30.923,3.4971612139119594
36.727,5.492752998878796
43.227,7.282741735643658
50.507,8.696962867271868
58.66,9.79490703752495
67.792,10.680702227765483
78.02,11.426196309434676
89.475,12.073709620207916
89.476,12.071047638504682
102.305,12.645184227014628
116.675,13.159543326438095
132.769,13.625387770500236
150.794,14.047705968874157
170.982,14.427668588663625
193.592,14.763126277576783
193.593,14.762344407752108
218.916,15.047416588243275
218.917,15.046628275138122
247.279,15.270659762346256
279.045,15.417384262219576
279.046,15.416875789994918
314.624,15.469966908325137
