y_plus_wavy,U_plus
0.0,0.0
1.955,-0.12296032977819421
4.096,0.18723801870629944
6.441,0.9296282656155863
9.009,2.0359324093590327
9.01,2.067158376658259
11.823,3.4115203032810997
14.904,4.791376909793688
18.279,6.014108954256521
18.28,6.058644326498557
21.976,7.135280162536288
26.025,8.042309450057793
26.026,8.05553703525188
30.46,8.818429657701403
30.461,8.829670969605358
35.318,9.497438734475766
40.639,10.097106877481847
46.466,10.634815466082584
46.467,10.636847314504347
52.849,11.123101179504518
52.85,11.125501471408697
59.84,11.570095786891303
59.841,11.573098054861491
67.498,11.991112801450559
67.499,11.992589625686957
75.885,12.384157541806324
75.886,12.38491329831677
85.072,12.75602748251253
85.073,12.756504599669565
95.134,13.107387592926713
95.135,13.108676354275271
106.155,13.440604812026285
106.156,13.440877538686053
118.227,13.75568678194499
131.448,14.052582647590578
131.449,14.052668026429576
145.93,14.330770519622925
145.931,14.33063560323587
161.792,14.588265122838141
161.793,14.588016195943117
179.166,14.822323111137989
179.167,14.822149497686956
198.195,15.029482837747857
198.196,15.029245904124457
219.037,15.204560621369566
219.038,15.204689124507288
219.039,15.204397549669565
241.867,15.341392434122364
241.868,15.340976904864675
266.871,15.430004271102767
266.872,15.429807803499605
266.873,15.42954484373913
294.259,15.46158790048419
294.26,15.46105109708144
294.261,15.461039107965217
