y_plus_wavy,U_plus
0.0,0.0
2.046,-0.12361203523379381
4.414,-0.3108019931652247
7.155,-0.45984395230805863
10.326,-0.4724667786322079
13.997,-0.19468559620640782
18.245,0.5670457624104454
23.161,1.9531982650326836
28.85,3.8659333550010824
35.435,5.891548709234267
43.055,7.672847904587757
51.873,9.120263715039062
51.874,9.105868134156617
62.079,10.253652381284235
62.08,10.255988105782807
73.891,11.189477718599026
87.56,11.979191812887297
103.379,12.666511634973428
103.38,12.666563560433334
121.687,13.27673409324285
142.874,13.824222000146875
142.875,13.821150837821106
167.395,14.304607614943976
167.396,14.302942689354545
195.772,14.718834915777743
195.773,14.717107853412834
228.613,15.049058625508602
228.614,15.047468533929901
266.62,15.266686549321875
266.621,15.266209478988225
266.622,15.264908237181817
310.606,15.346064951778871
310.607,15.34432993251337
