y_plus_wavy,U_plus
0.0,0.0
1.893,3.137886373433195
3.967,4.499414903463112
6.238,5.454874792194478
8.726,6.215960032796976
11.451,6.9121823269043245
14.435,7.583892526388104
17.704,8.22748936661478
21.285,8.829706651327752
25.207,9.383281547038534
29.502,9.889975159738315
34.207,10.357302745610227
39.36,10.793427947763494
45.004,11.204440144160833
51.186,11.594390123658787
57.958,11.965972660395508
65.374,12.321056241929295
73.498,12.66104664507722
82.395,12.98695575563264
92.141,13.299319609507974
102.815,13.598275619217874
114.507,13.883651357994943
127.312,14.154790392369453
141.338,14.410311471566658
156.701,14.64808537628956
173.528,14.8652474202114
191.959,15.058055221740991
212.146,15.221654914417526
234.256,15.349563357432876
258.474,15.432300133363544
285.0,15.461564738642462
