y_plus_wavy,U_plus
0.0,0.0
1.996,-0.19817418951520469
4.231,-0.27879918340549525
6.734,-0.1310748667293358
9.537,0.4100481476381425
12.677,1.469192886048371
12.678,1.3939741829079553
16.194,2.9035571886615217
20.133,4.55515071568781
24.545,6.132326995289854
29.486,7.480821823443185
35.019,8.582706815030688
35.02,8.583038192746592
41.217,9.488902936342503
41.218,9.492512431718183
48.159,10.259534708521441
55.933,10.928943858236366
55.934,10.929064995300001
64.641,11.524127638936363
64.642,11.519265884545455
74.394,12.060772036727272
85.316,12.554519806420455
85.317,12.554477226454544
97.55,13.012705704674545
97.551,13.010560781818183
111.251,13.438529160759092
111.252,13.438491995443183
126.597,13.834852629038636
126.598,13.834853121636364
143.784,14.201346484997728
143.785,14.201435937625
163.034,14.535942160693182
163.035,14.536133264602274
184.594,14.834430923781818
184.595,14.834501594181818
208.74,15.089452549781818
208.741,15.089829893454546
208.742,15.089784324575758
235.785,15.291022809188636
235.786,15.291419558579546
266.074,15.423131408509091
266.075,15.422919962636364
266.076,15.423458684113637
299.999,15.470457345475001
300.0,15.470785544909091
300.001,15.470939173909093
