y_plus_wavy,U_plus
0.0,0.0
2.095,-0.16014288169828617
4.442,-0.4219021738191415
7.07,-0.6629459584154659
10.014,-0.7795829879432232
13.311,-0.6819004033412738
17.004,-0.31428495182624616
21.14,0.37673974940580834
25.772,1.5552664746127571
30.96,3.34048518864738
36.77,5.3937534286304
43.278,7.227200827225802
50.567,8.665157592342455
58.73,9.774408511514562
67.873,10.665916251975798
78.114,11.414749358625379
89.582,12.0634914184705
102.428,12.637693162318655
116.814,13.153558293454124
132.927,13.620744997518123
150.974,14.044234044707018
171.186,14.425195913002394
193.824,14.761195034251232
219.178,15.046253699720298
247.575,15.270189123294166
279.379,15.416922349547573
315.0,15.469957353996865
