y_plus_wavy,U_plus
0.0,0.0
2.063,-0.35142948764254245
4.323,-0.7417545217785283
6.799,-0.9653666102954321
9.51,-0.8747371331573838
12.48,-0.4536492104976008
15.732,0.23984175357106952
19.295,1.1691039903911558
23.197,2.3488945393475165
27.471,3.7710637576347628
32.153,5.31952812563052
37.28,6.791154478462329
42.896,8.04359897641871
49.048,9.062780559997146
55.785,9.90013760029868
63.165,10.609193221309043
71.248,11.225778285963957
80.101,11.772474755656793
89.798,12.264473049621417
100.419,12.71249428606619
100.42,12.712938454936001
112.052,13.122054634288
112.053,13.12438446816943
124.794,13.502219092752
124.795,13.504107228640953
138.751,13.854859861311583
154.037,14.178526139254286
154.038,14.178409672552
170.78,14.474493945211666
170.781,14.474840569094221
189.119,14.741441325817501
209.205,14.975494956006111
209.206,14.975932483619733
231.206,15.172888769779616
231.207,15.17249173984
255.303,15.3258752225085
255.304,15.325971764935334
281.697,15.425290843300933
281.698,15.425124819925335
310.606,15.46072596775775
310.607,15.460763208403334
