y_plus_wavy,U_plus
0.0,0.0
1.925,1.5837838203526187
4.081,2.6095805488853454
6.496,3.570917770843433
9.2,4.520619813908955
12.229,5.500766980556019
15.622,6.4882585778553
19.421,7.437490113464648
23.677,8.314147793733387
28.443,9.09945263951222
33.781,9.794579828057522
39.76,10.413832234877432
46.456,10.974123120061334
53.956,11.489227600088412
62.356,11.968419406780429
71.763,12.418538876554086
71.764,12.417036612783141
82.3,12.840677325587265
94.101,13.240208028804782
107.318,13.61737932212848
107.319,13.61763378334303
122.121,13.972906601313392
122.122,13.972536721941154
138.701,14.304162772240062
138.702,14.305925772892307
157.27,14.609472375428965
157.271,14.609697846912821
178.067,14.883831246673914
178.068,14.88325920049766
201.36,15.119077198856521
201.361,15.118674576155835
227.449,15.30529205698683
227.45,15.3056888688453
256.667,15.427821103443478
256.668,15.427244062373637
256.669,15.427722327776925
289.393,15.470937378051119
289.394,15.471123808848319
