n_plus,U_plus
0.0,0.0
0.2506265664160401,-0.016188530144269894
0.5012531328320802,-0.03237706028853979
0.7518796992481203,-0.04856559043280968
1.0025062656641603,-0.06717825513940082
1.2531328320802004,-0.08638883981664461
1.5037593984962405,-0.10585589744408633
1.7543859649122806,-0.1259216891752367
2.0050125313283207,-0.14615112751185313
2.2556390977443606,-0.16623958150798468
2.506265664160401,-0.1863384671440241
2.756892230576441,-0.2065157019464284
3.007518796992481,-0.22660646087500114
3.258145363408521,-0.2464095727306949
3.508771929824561,-0.265921179127604
3.7593984962406015,-0.284683150117507
4.010025062656641,-0.3029900068741233
4.260651629072681,-0.32074904455658526
4.511278195488721,-0.338481675579418
4.761904761904762,-0.3559229964420647
5.012531328320802,-0.3725526361422007
5.263157894736842,-0.3883953101173362
5.513784461152882,-0.40367929272954134
5.764411027568922,-0.4182663671726251
6.015037593984962,-0.432250377564875
6.265664160401002,-0.44537275008740734
6.516290726817042,-0.45747712489518066
6.7669172932330826,-0.4696383776205644
7.017543859649122,-0.4808836287068081
7.268170426065162,-0.49165669649443106
7.518796992481203,-0.5021417777486666
7.769423558897243,-0.5107568085912957
8.020050125313283,-0.5185614818185827
8.270676691729323,-0.5252516961279468
8.521303258145362,-0.5309417726940732
8.771929824561402,-0.5350684644406554
9.022556390977442,-0.5376840406104895
9.273182957393484,-0.539136418714282
9.523809523809524,-0.5407400118047114
9.774436090225564,-0.5424322429850896
10.025062656641603,-0.5442112079841405
10.275689223057643,-0.5460530388307966
10.526315789473683,-0.5471613185451862
10.776942355889723,-0.5471966254464308
11.027568922305765,-0.5467896961896704
11.278195488721805,-0.5424858492443662
11.528822055137844,-0.5381820022990619
11.779448621553884,-0.5282207269111462
12.030075187969924,-0.5153389123601726
12.280701754385964,-0.502422616110096
12.531328320802004,-0.4890523887196757
12.781954887218044,-0.4756821613292555
13.032581453634084,-0.4622227293411789
13.283208020050125,-0.4485791474190389
13.533834586466165,-0.43493556549689916
13.784461152882205,-0.4212769365916157
14.035087719298245,-0.40759730626061197
14.285714285714285,-0.3939176759296082
14.536340852130325,-0.3768869093841445
14.786967418546364,-0.35317251318359255
15.037593984962406,-0.3294581169830405
15.288220551378446,-0.30536222557071424
15.538847117794486,-0.27582234322195076
15.789473684210526,-0.2462824608731873
16.040100250626566,-0.21674257852442386
16.290726817042607,-0.18717913422110274
16.541353383458645,-0.15760004167979846
16.791979949874687,-0.12802094913849382
17.042606516290725,-0.09844185659718957
17.293233082706767,-0.0674843205511668
17.543859649122805,-0.03642058242773425
17.794486215538846,-0.005356844304301282
18.045112781954884,0.026113689151015137
18.295739348370926,0.06858123962766868
18.546365914786968,0.11104879010432223
18.796992481203006,0.15351634058097516
19.047619047619047,0.1959838910576287
19.298245614035086,0.24407788589037385
19.548872180451127,0.2927330360146515
19.799498746867165,0.3413881861389285
20.050125313283207,0.3900433362632062
20.30075187969925,0.4389828954880217
20.551378446115287,0.48816928818652033
20.80200501253133,0.5373556808850197
21.052631578947366,0.5865420735835183
21.303258145363408,0.6357284662820175
21.553884711779446,0.6874262829891922
21.804511278195488,0.7394062966166766
22.05513784461153,0.791386310244161
22.305764411027567,0.8433663238716446
22.55639097744361,0.8953463374991288
22.807017543859647,0.9642581266555017
23.05764411027569,1.0334378550852834
23.308270676691727,1.1026175835150642
23.55889724310777,1.171797311944846
23.809523809523807,1.2409770403746267
24.06015037593985,1.3107753057492588
24.31077694235589,1.3807531621207227
24.561403508771928,1.4507310184921864
24.81203007518797,1.5207088748636504
