y_plus_wavy,U_plus
0.0,0.0
2.031,-0.15754572712418796
4.256,-0.30324519159305696
6.692,-0.3874420979812724
9.361,-0.3312970286433965
12.284,-0.011238452220457478
15.486,0.7129306916734552
18.993,1.9012311775250228
22.834,3.4450668970057063
27.041,5.0890936201529255
31.649,6.589077688990808
36.696,7.83416612497254
42.224,8.837051410392988
48.279,9.658709605910264
54.911,10.3543970852972
62.175,10.959800016971986
70.132,11.497547202437739
78.846,11.983584226800021
88.391,12.42928150850385
88.392,12.428787128711662
98.846,12.841587445069488
110.297,13.225328765237322
122.839,13.582571518811552
122.84,13.583546043427173
136.577,13.916276534593619
151.624,14.225340457899222
168.104,14.508599533324999
168.105,14.509434054006324
186.156,14.766102803235173
186.157,14.76589280218241
205.927,14.991467684775
205.928,14.992135413623208
227.583,15.181957162691667
227.584,15.182557367956013
251.303,15.330348640196968
251.304,15.330690765595175
277.283,15.426253698809091
277.284,15.426816280448616
277.285,15.426251723043478
305.739,15.460521869133334
305.74,15.461115571127511
305.741,15.460722718259683
