y_plus,U_plus
10.606,0.0
10.607,0.0
12.534,1.6996132623105829
12.535,1.8568589873601293
15.256,2.6477098141203834
15.257,2.7656713782941273
15.258,2.857992283817603
19.1,3.7603881684665708
19.101,3.688856194473633
19.102,3.8550426349290894
24.529,4.966869613919906
24.53,5.078759635260262
32.194,6.527848082997409
32.195,6.601433550948001
43.018,8.308260018022862
43.019,8.28950380132194
43.02,8.363729825328
58.303,10.088602261853078
58.304,10.085220684323335
79.887,11.737817767305959
79.888,11.748601109982632
110.366,13.178095011983306
110.367,13.18596573824
153.404,14.318755185494542
153.405,14.31741000702059
214.179,15.044086982579246
214.18,15.044218570974994
300.0,15.301138355735254
385.82,15.04421688184509
385.821,15.044085332579245
446.595,14.31740843794874
446.596,14.31875373744062
489.633,13.185964867360001
489.634,13.17809436608897
520.112,11.748601430735798
520.113,11.73781825590969
541.696,10.085221810316845
541.697,10.088603564738227
556.98,8.363731066344002
556.981,8.289505291463701
556.982,8.308261491996394
567.805,6.6014349149706675
567.806,6.527849429280652
575.47,5.078760650915593
575.471,4.966870808498561
580.898,3.8550435268813934
580.899,3.6888568106666395
580.9,3.7603895408895767
584.742,2.857993224878403
584.743,2.765671824834237
584.744,2.6477104843807444
587.465,1.8568596111539843
587.466,1.6996146036679263
589.393,0.0
589.394,0.0
