y_plus_wavy,U_plus
0.0,0.0
1.906,1.6990649517373713
4.113,2.630387594528779
6.666,3.5308706253540025
9.621,4.453177182620833
13.041,5.439336560666058
16.999,6.46686812088263
21.579,7.485930932237441
26.88,8.452586631968561
33.015,9.337130605537068
40.114,10.132016704628
48.331,10.845822579938307
57.84,11.492271525062964
68.844,12.085269527926686
68.845,12.081715917934375
81.58,12.633716419132131
96.319,13.145266516106823
113.376,13.619775649883138
113.377,13.62429065243566
133.117,14.062918866295282
155.962,14.46054868318408
155.963,14.464227607156749
182.402,14.811934395006945
182.403,14.8121959924625
213.0,15.09245515848363
213.001,15.09466343640058
248.411,15.278503030976319
248.412,15.280447327001195
289.393,15.345827693023244
289.394,15.347553605371978
