y_plus_wavy,U_plus
0.0,0.0
2.048,-0.14348950970237387
4.292,-0.2950380039586809
6.749,-0.4079589320507082
9.44,-0.43014582707226884
12.388,-0.2729489164472563
15.617,0.20290422837337163
19.154,1.1352478213256951
23.027,2.5365180934843914
23.028,2.593134646176667
27.27,4.2323918433086
31.917,5.895391582117265
37.007,7.321988747164822
42.582,8.468276814875605
42.583,8.462163453105834
48.689,9.385829916330419
55.377,10.146433043953117
62.703,10.798076871839852
70.726,11.371191222434602
70.727,11.369401813650837
79.515,11.88250546598399
89.141,12.34828836983336
99.684,12.77744536805884
99.685,12.775501311065945
111.232,13.173004598170834
111.233,13.173575487314537
123.881,13.542011798483301
123.882,13.541381726594167
137.735,13.884378588938407
137.736,13.883570629731258
152.91,14.200555524195094
152.911,14.200296056175
169.53,14.490819246213826
169.531,14.49085918797645
187.735,14.752952895628232
187.736,14.752580743708332
207.674,14.983576970324275
207.675,14.983109249640355
229.514,15.177386497061223
229.515,15.176938730908333
253.435,15.328130289989371
253.436,15.327663660199999
279.635,15.425931985196618
279.636,15.425905442127132
279.637,15.4254435762
308.333,15.46103036029098
308.334,15.460562222395112
