y_plus,U_plus
-10.607,0.0
-10.606,0.0
-8.544,-0.13650281218246263
-8.543,-0.13680369302907086
-8.542,-0.13510964716292306
-6.284,-0.29668099303482937
-6.283,-0.2971243186395107
-6.282,-0.2925376892733075
-3.809,-0.42148505476786957
-3.808,-0.42841073886235537
-3.807,-0.42626444056431795
-1.097,-0.4865791581573306
-1.096,-0.4864351281133786
1.872,-0.40387032423273905
1.873,-0.40768434416286853
1.874,-0.4183101929888431
5.125,-0.09386797999512116
5.126,-0.08492140804870388
5.127,-0.14079092546130628
8.688,0.6109975160736035
8.689,0.6086537767451965
12.59,1.8243038529636328
12.591,1.824819210352191
16.864,3.4661645099792797
16.865,3.4720106487129074
21.545,5.228329763454511
21.546,5.247393377315114
21.547,5.225085014617633
26.673,6.814700926365987
26.674,6.82908536086426
32.289,8.101414619510424
32.29,8.114765295769432
38.44,9.120020214202608
38.441,9.128222254949137
38.442,9.124139641058656
45.178,9.948115287584306
45.179,9.953519351800194
52.558,10.646250467629221
52.559,10.648950730238617
60.641,11.252759043871016
60.642,11.253407375825482
69.494,11.789388243544169
69.495,11.790600757893776
79.191,12.274147071802462
79.192,12.275450906493694
89.812,12.717929226071739
89.813,12.718388984699812
101.446,13.126991799745332
101.447,13.126689757648077
114.188,13.505119734327371
114.189,13.504913704951925
128.144,13.854608584661406
128.145,13.85559686746939
143.43,14.178235620211957
143.431,14.178572693638335
160.174,14.47446062681926
178.512,14.740909445162506
178.513,14.741490223714345
198.599,14.97564278226705
220.6,15.172778794524223
244.697,15.325872824096303
271.091,15.425198593286314
300.0,15.460777575976904
328.909,15.42519862939967
355.303,15.325872910371315
379.4,15.172778939270321
401.401,14.975643000591273
421.487,14.741490413983062
421.488,14.740909953599543
439.826,14.474461048270761
456.569,14.178573395039756
456.57,14.178235758251088
471.855,13.85559736156767
471.856,13.854609728247986
485.811,13.504914107653846
485.812,13.50512088278658
498.553,13.126690357913462
498.554,13.126993281162662
510.187,12.718390965714848
510.188,12.717930001491576
520.808,12.275452802358917
520.809,12.274149990508931
530.505,11.790603390417669
530.506,11.789392201774538
539.358,11.253410999698398
539.359,11.252763982855852
547.441,10.648955289683713
547.442,10.646258173261709
554.821,9.953524896016528
554.822,9.948125691202124
561.558,9.124145636275834
561.559,9.128232601208918
561.56,9.120027783414347
567.71,8.114771792034478
567.711,8.101430720906304
573.326,6.829091745111157
573.327,6.814719063111447
578.453,5.225089097994749
578.454,5.247409712653628
578.455,5.228336654031359
583.135,3.4720169352667143
583.136,3.4661817564712067
587.409,1.8248256639462117
587.41,1.8243170652373468
591.311,0.6086600484869679
591.312,0.6110048031469982
594.873,-0.1407910670860755
594.874,-0.08491412533119264
594.875,-0.09386582403534233
598.126,-0.41830940735225114
598.127,-0.40767859021864483
598.128,-0.40387146823891296
601.096,-0.48643095125346625
601.097,-0.4865803315173629
603.807,-0.4262638875468479
603.808,-0.42840791147001067
603.809,-0.42148600545147824
606.282,-0.29253784411553824
606.283,-0.29712185816092496
606.284,-0.2966817823241124
608.542,-0.13510972795653847
608.543,-0.13680262433931503
608.544,-0.1365031264671094
610.606,0.0
610.607,0.0
