y_plus_wavy,U_plus
0.0,0.0
2.066,-0.13565429177080887
4.38,-0.29723758179037596
6.972,-0.42843010392777625
9.875,-0.47808108415036926
13.126,-0.3580611540954987
16.767,0.08240400712050688
20.845,1.0509321214667373
25.412,2.6267166592670157
25.413,2.652938016604271
30.528,4.599706422941196
36.258,6.478158504163041
42.675,8.019786606967259
49.862,9.215571905868849
57.911,10.16281773277918
66.927,10.947961390494289
77.024,11.622907349303873
88.333,12.21820724946284
100.999,12.753282596545978
115.185,13.24000403095085
131.073,13.685280459373601
131.074,13.684277109845633
148.868,14.091211215747938
148.869,14.090424303680267
168.798,14.458210473434134
168.799,14.457628884049697
191.12,14.782981134759455
191.121,14.78246472068883
216.121,15.059115239586422
216.122,15.058728400220746
244.121,15.276642496249574
244.122,15.276160341790543
275.482,15.418847776283148
275.483,15.418611983726622
310.606,15.470237620982527
310.607,15.470035456000167
