y_plus,U_plus
15.0,0.0
16.896,3.1241150290455604
19.019,4.500800671419511
21.397,5.479656016335119
24.061,6.2737200817768395
27.044,7.016171382548877
30.385,7.745431142362945
34.127,8.449883473336763
38.318,9.108837730044813
43.011,9.713728382263017
48.269,10.268579594371662
54.157,10.782229386901474
60.751,11.263234936707036
68.137,11.717895915750503
76.409,12.150124077582737
85.674,12.562216679052733
96.051,12.955597201788796
107.673,13.33102009772778
120.689,13.688499505604744
135.268,14.027193385407127
151.596,14.345082244961942
169.883,14.638665235977033
190.365,14.90281294922693
213.304,15.130364256224187
238.996,15.311050391135186
267.772,15.429166816273064
300.0,15.471258908768881
332.228,15.429167166982793
361.004,15.311051046942799
386.696,15.130365212918562
409.635,14.902814161912813
430.117,14.638666672910468
448.404,14.345083871650967
464.732,14.027195156356916
479.311,13.688501361362745
492.327,13.331021933695004
503.949,12.955598843741628
514.326,12.562217887967016
523.591,12.150124591355311
531.863,11.717895489332621
539.249,11.263233408388444
545.843,10.782226571080848
551.731,10.268575844961576
556.989,9.713725269206398
561.682,9.108835252630596
565.873,8.449878230809645
569.615,7.7454205997895915
572.956,7.016156548556871
575.939,6.273703857947616
578.603,5.479641279627058
580.981,4.5007889512106
583.104,3.1241074612390145
585.0,0.0
