y_plus_wavy,U_plus
0.0,0.0
1.901,2.8601133053332517
3.983,4.038684215551684
6.263,4.911685207312656
8.761,5.686105261711592
11.497,6.452868824912651
14.493,7.208480866962822
17.775,7.926879659294721
21.37,8.590616263941799
25.307,9.196858314132873
25.308,9.18328133845123
29.62,9.738751288975857
34.344,10.236041994185596
39.518,10.695660385807317
45.184,11.125709239309769
45.185,11.122242895642858
51.391,11.530026118691621
58.19,11.913436535669737
65.636,12.278036634960504
73.792,12.625752156275938
82.725,12.958010810240346
92.51,13.275656403658438
103.227,13.57904118336234
114.965,13.868160452856507
127.822,14.142670524451606
127.823,14.14128531682857
141.904,14.400088086
141.905,14.400869958343094
157.329,14.640918895177878
174.223,14.86022344230924
174.224,14.85933178032857
192.727,15.054567902849762
192.728,15.054662670285438
212.995,15.219795301922838
212.996,15.219068919198016
235.194,15.348420589356696
235.195,15.348644684787091
259.509,15.43203389788509
259.51,15.431993779520502
286.141,15.461380091416522
286.142,15.461547656450113
