y_plus_wavy,U_plus
0.0,0.0
2.012,-0.17868709205985583
4.216,-0.31150727649452636
6.631,-0.3324954932503707
9.275,-0.12321073084303648
12.171,0.45353549922916736
15.343,1.4754840802485598
18.818,2.8778336408644134
22.624,4.45390081841363
26.792,5.9651452325563294
31.358,7.264518796577705
36.358,8.327163892208013
41.836,9.197867251317993
47.835,9.930770910391884
54.406,10.564909883615934
61.603,11.125094059732756
69.486,11.628561288091191
69.487,11.629733717408696
78.121,12.088654338254102
87.578,12.513863775723838
97.936,12.90975859820069
97.937,12.910145386603311
109.282,13.280280994492884
121.709,13.626856428995232
135.32,13.95071267655731
135.321,13.950723362038737
150.228,14.251105499075098
150.229,14.252112879366964
166.557,14.52854629001739
166.558,14.529200181889271
184.443,14.780179327068746
184.444,14.779860658552174
204.032,15.000895548499999
204.033,15.001468524751946
225.489,15.187801818930502
225.49,15.188142802557076
248.991,15.333304874229844
248.992,15.333039712897925
274.732,15.42744761445103
274.733,15.42734480849071
302.926,15.460848388114492
302.927,15.461153630157707
