y_plus,U_plus
-15.0,0.0
-12.905,-0.16014288169828617
-10.558,-0.4219021738191415
-7.93,-0.6629459584154659
-4.986,-0.7795829879432232
-1.689,-0.6819004033412738
2.004,-0.31428495182624616
6.14,0.37673974940580834
10.772,1.5552664746127571
15.96,3.34048518864738
21.77,5.3937534286304
28.278,7.227200827225802
35.567,8.665157592342455
43.73,9.774408511514562
52.873,10.665916251975798
63.114,11.414749358625379
74.582,12.0634914184705
87.428,12.637693162318655
101.814,13.153558293454124
117.927,13.620744997518123
135.974,14.044234044707018
156.186,14.425195913002394
178.824,14.761195034251232
204.178,15.046253699720298
232.575,15.270189123294166
264.379,15.416922349547573
300.0,15.469957353996865
335.621,15.416922739697009
367.425,15.270189857011285
395.822,15.046254756464435
421.176,14.76119637368289
443.814,14.42519749119813
464.026,14.044235810364905
482.073,13.620746862789668
498.186,13.153560055878968
512.572,12.63769442186263
525.418,12.06349166666566
536.886,11.414748295519098
547.127,10.665913965143947
556.27,9.774404933599417
564.433,8.665151541260277
571.722,7.2271906944541975
578.23,5.393739909204133
584.04,3.340470511402875
589.228,1.5552538450885498
593.86,0.3767307988538549
597.996,-0.31429104613451686
601.689,-0.6819054485567921
604.986,-0.7795863989796692
607.93,-0.6629470795044164
610.558,-0.4219021204815237
612.905,-0.1601426405481789
615.0,0.0
