y_plus_wavy,U_plus
0.0,0.0
1.891,2.501809135462638
4.079,3.536970208558518
6.611,4.408290117409533
9.542,5.254702137107955
12.934,6.145504432975646
16.859,7.065675058271074
21.401,7.974255422218872
26.659,8.834799215350774
32.743,9.626234477893457
39.784,10.34698031921934
47.933,11.005235725099158
57.363,11.611053293304792
68.277,12.173821840445424
80.908,12.700444724417274
95.525,13.198646033130158
95.526,13.192673830748276
112.442,13.659110111835497
112.443,13.656867428434765
132.02,14.088880913418691
132.021,14.087709177309145
154.678,14.47975557034
180.899,14.82234754328271
180.9,14.821726454504025
211.245,15.099819371428572
211.246,15.098243134946156
246.365,15.281127858537266
246.366,15.281193873251423
287.009,15.346775828106844
287.01,15.34693061232801
