y_plus_wavy,U_plus
0.0,0.0
2.066,-0.3512543904943541
4.38,-0.7472806058485859
6.972,-0.9649970522524387
9.875,-0.831227094046468
13.126,-0.3233938944998904
16.767,0.5023725857557363
20.845,1.6241841012511005
25.412,3.0558671326723883
25.413,3.06861833326512
30.528,4.753131903851191
36.258,6.462118913189455
42.675,7.952422352406757
49.862,9.152105032807718
57.911,10.115292497364658
66.927,10.915145156172041
77.024,11.602127408974416
88.333,12.20659370475075
100.999,12.747632067576083
115.185,13.237649404525417
131.073,13.684008492718277
131.074,13.684565364317333
148.868,14.090849633288764
148.869,14.090809548056
168.798,14.457661229716445
168.799,14.458321045002133
191.12,14.7826557029925
191.121,14.783118847458665
216.121,15.059062956282833
244.121,15.2760946148315
244.122,15.276516747402999
275.482,15.4188349357526
275.483,15.418743440001778
310.606,15.470089114249832
310.607,15.470171177087998
