y_plus,U_plus
-12.991,0.0
-12.99,0.0
-10.929,-0.20446886350080448
-10.928,-0.20630212787922397
-8.543,-0.5602431735521709
-8.542,-0.5668337574836227
-5.781,-0.8144621164998505
-5.78,-0.8366145319076018
-2.585,-0.7761808657910265
-2.584,-0.8129644842374553
1.114,-0.3689488625280858
1.115,-0.4190994176630397
5.394,0.43648608055598404
5.395,0.4457439340096984
10.348,1.6850704957558384
10.349,1.6768326681850894
16.081,3.3880597153651006
16.082,3.3804313822702285
22.716,5.383674382743499
22.717,5.358467458615369
30.394,7.248028261615752
30.395,7.243560678657124
39.281,8.803879316022657
39.282,8.793775547531684
49.565,10.041889152320573
49.566,10.041285389603877
61.467,11.046112877162422
61.468,11.046434912687433
75.241,11.882704327566362
75.242,11.88351223414927
91.182,12.603089265379678
91.183,12.60137813493665
109.63,13.233126875960302
109.631,13.233193605001043
130.981,13.792804450746724
155.689,14.286148084743708
155.69,14.285475938979928
184.284,14.708220516081818
184.285,14.707126696782355
217.378,15.042823758648103
255.677,15.264635580032758
300.0,15.345234401751828
344.323,15.264633369951257
382.622,15.042819551936311
415.715,14.707120619953146
415.716,14.708213917951516
444.31,14.285468087767764
444.311,14.286140330818816
469.019,13.792795376803067
490.369,13.233184485786126
490.37,13.233116140642725
508.817,12.601371162196335
508.818,12.603079441157957
524.758,11.88351019394275
524.759,11.882699778830604
538.532,11.04644195047455
538.533,11.04612243555424
550.434,10.041303833238421
550.435,10.04191361423933
560.718,8.793799926032978
560.719,8.803907010356605
569.605,7.243581979355301
569.606,7.248047018936357
577.283,5.358476071571524
577.284,5.383684990087453
583.918,3.3804297381744446
583.919,3.3880623448839184
589.651,1.6768245310989323
589.652,1.685071207186027
594.605,0.4457335155576804
594.606,0.4365004511844508
598.885,-0.4190985018018276
598.886,-0.3689494125414051
602.584,-0.8129528252723444
602.585,-0.7761843939665654
605.78,-0.8365961810001723
605.781,-0.814465813849675
608.542,-0.5668225712761646
608.543,-0.5602516365809012
610.928,-0.2062974411081355
610.929,-0.20447124360312868
612.99,0.0
612.991,0.0
