y_plus_wavy,U_plus
0.0,0.0
2.034,-0.3504320863967414
4.389,-0.6922206497892582
7.114,-0.7751775392045708
10.267,-0.4373318244525685
13.916,0.3055786301040372
18.14,1.3893630988031798
23.027,2.783482034258407
23.028,2.8063514313716027
28.684,4.484368343216685
35.23,6.257550402923629
35.231,6.255966020293992
42.807,7.8757436059840655
51.575,9.230516558274013
61.722,10.33633507823599
73.465,11.250887670046215
87.055,12.02867090772571
87.056,12.023660001771667
102.783,12.706459824743696
102.784,12.703178931633962
120.986,13.305503814228315
142.051,13.842891797113305
142.052,13.841593114853334
166.43,14.318185639168698
166.431,14.318009719474345
194.644,14.726310658884737
194.645,14.72624808124
227.296,15.051961244432535
227.297,15.052210202368332
265.084,15.267401566452275
265.085,15.267332734626061
308.816,15.345887205713131
308.817,15.344694525683233
308.818,15.346219724856667
