y_plus_wavy,U_plus
0.0,0.0
1.878,3.069119630867328
4.05,4.297287673869942
6.565,5.207770678270641
9.475,6.012141391431542
12.843,6.8050210909651305
16.741,7.606398676568118
21.252,8.400290150487086
26.472,9.16030014792458
32.514,9.869859349937542
39.505,10.52757101223608
47.597,11.138797687315027
56.962,11.710185157523824
67.799,12.24775674697706
80.342,12.755633285795138
94.857,13.235814699042907
111.655,13.688034575424492
131.096,14.109372675109153
153.595,14.493617705468699
179.633,14.83029462337713
209.767,15.102424001643245
244.641,15.28233549267238
285.0,15.347014442477994
