y_plus_wavy,U_plus
0.0,0.0
2.082,-0.25943411595249605
4.414,-0.6240504482376716
7.025,-0.9038108381054358
9.95,-0.9260394966247556
13.226,-0.6161048737628698
16.896,0.025282213213409795
21.005,0.9804556871884411
25.608,2.3174767472339086
30.762,4.047975132956802
36.536,5.91187330981935
43.002,7.565824584941764
50.244,8.885245455344027
58.356,9.925596834044587
67.44,10.775706933345623
77.615,11.4973711934729
89.011,12.12694325569076
101.774,12.686785410760294
116.069,13.191331061745151
132.079,13.64899169623983
132.08,13.650365476215597
150.011,14.065298183523566
170.094,14.440070144710926
192.587,14.770954093664686
192.588,14.771182808799288
217.779,15.052404473600001
217.78,15.051995077754048
245.995,15.273051787002336
245.996,15.272860592598148
277.596,15.41804113076
277.597,15.417614440865714
312.99,15.470117545920408
312.991,15.469773962260469
