y_plus_wavy,U_plus
0.0,0.0
2.046,-0.2895306185947484
4.414,-0.6553679115875294
7.155,-0.8307659801123242
10.326,-0.6293253124372684
13.997,-0.014293058247003835
18.245,0.9728953388701971
23.161,2.326432620224774
28.85,4.026715641091133
35.435,5.887577900601801
43.055,7.610739803957314
51.873,9.059207375625144
51.874,9.04640159900308
62.079,10.218037879028099
62.08,10.199073131540286
73.891,11.163631527696758
87.56,11.965856151958558
103.379,12.660409122358738
103.38,12.66232814369697
121.687,13.27458650048138
142.874,13.823089997587878
142.875,13.820689273941012
167.395,14.30426368822703
195.772,14.71963292649075
195.773,14.716666116637505
228.613,15.049150064666435
228.614,15.047445874353311
266.62,15.266707429369784
266.621,15.266033921260139
310.606,15.346167881717552
310.607,15.344578879198227
