y_plus_wavy,U_plus
0.0,0.0
2.062,-0.2058438117846191
4.448,-0.5651861115007597
7.21,-0.8255383242037261
10.406,-0.794572675014241
14.104,-0.3752176819199551
18.385,0.4434294706462698
23.339,1.6799218535241205
29.072,3.3832920071808052
35.707,5.371070920679435
43.385,7.244119126526952
52.272,8.798827431777172
62.556,10.041436330283052
74.458,11.04635440380618
88.232,11.883310257503542
104.173,12.602019808852786
122.621,13.233176922740858
143.971,13.792804450746724
168.68,14.285727993641347
197.275,14.707263424194789
230.368,15.042665262049086
230.369,15.043299248445152
268.667,15.264517974504537
268.668,15.265458818730304
312.99,15.345087623175568
312.991,15.345674737480607
