y_plus_wavy,U_plus
0.0,0.0
1.896,3.1241150290455604
4.019,4.500800671419511
6.397,5.479656016335119
9.061,6.2737200817768395
12.044,7.016171382548877
15.385,7.745431142362945
19.127,8.449883473336763
23.318,9.108837730044813
28.011,9.713728382263017
33.269,10.268579594371662
39.157,10.782229386901474
45.751,11.263234936707036
53.137,11.717895915750503
61.409,12.150124077582737
70.674,12.562216679052733
81.051,12.955597201788796
92.673,13.33102009772778
105.689,13.688499505604744
120.268,14.027193385407127
136.596,14.345082244961942
154.883,14.638665235977033
175.365,14.90281294922693
198.304,15.130364256224187
223.996,15.311050391135186
252.772,15.429166816273064
285.0,15.471258908768881
