y_plus_wavy,U_plus
0.0,0.0
2.073,-0.15157924498065056
4.471,-0.45978211332413826
7.247,-0.7314961473367151
10.46,-0.7947084935756639
14.178,-0.5401986920215307
18.481,0.1034529848912536
23.461,1.2081327662304007
29.224,2.9059952663275563
35.893,4.999607433862015
43.612,6.990464605199742
52.544,8.636530189709205
52.545,8.627200857007631
62.882,9.930042358044473
74.846,10.967121903705412
74.847,10.977763000705409
88.692,11.827701165785578
88.693,11.834164746045762
104.716,12.562366038467886
104.717,12.566747899625511
123.261,13.205805253332379
144.723,13.77392362419965
169.56,14.27343331785349
198.304,14.70249286
198.305,14.699699492699853
231.57,15.041028812625001
231.571,15.03877347840268
270.069,15.26340236817669
270.07,15.26417288581769
314.624,15.345146407123979
