y_plus_wavy,U_plus
0.0,0.0
1.996,-0.19877113580569494
4.231,-0.2775997070613985
6.734,-0.12585984363689814
9.537,0.41878611647710934
12.677,1.4766294907546968
12.678,1.3939741829079553
16.194,2.908759039672863
20.133,4.555443962631759
24.545,6.1297751024770175
29.486,7.477759209103899
35.019,8.582706815030688
35.02,8.579873407299091
41.217,9.48751666824582
41.218,9.492512431718183
48.159,10.259077578369027
55.933,10.928943858236366
55.934,10.928898252416666
64.641,11.52391763330303
64.642,11.519265884545455
74.394,12.060679451012987
85.316,12.554519806420455
85.317,12.554293551481818
97.55,13.01247962404697
97.551,13.010560781818183
111.251,13.438529160759092
111.252,13.438320571872728
126.597,13.834852629038636
126.598,13.83471325870909
143.784,14.201346484997728
143.785,14.201315473345455
163.034,14.535942160693182
163.035,14.536022901963637
184.594,14.83433232895
184.595,14.834501594181818
208.74,15.089452549781818
208.741,15.089561214500002
208.742,15.089784324575758
235.785,15.291022809188636
235.786,15.291321943372727
266.074,15.423131408509091
266.075,15.422919962636364
266.076,15.4233655924
299.999,15.470457345475001
300.0,15.470618702113637
300.001,15.470939173909093
