y_plus,U_plus
12.99,0.0
12.991,0.0
14.881,2.5120358955697877
14.882,2.47112885514119
17.069,3.5258205766718134
17.07,3.5555529283696927
19.601,4.342858136537538
19.602,4.447549305932729
22.532,5.235212278679849
22.533,5.287185234488132
25.923,6.094471634874006
25.924,6.152794832704453
29.849,7.059168335100982
29.85,7.085195227781348
34.391,7.943736620503198
34.392,7.984428356124096
39.649,8.834799215350774
45.733,9.622004183144607
45.734,9.63892536214
52.774,10.338036180031136
52.775,10.355924458407545
60.923,11.005238460260262
60.924,11.005216578971428
70.353,11.604752431332514
70.354,11.61483381048816
81.267,12.169037020402813
81.268,12.17669273247099
93.898,12.697256140584997
93.899,12.703633308249549
108.516,13.194913406641481
125.433,13.658269105560223
145.011,14.088441512377612
167.668,14.478875205682176
167.669,14.48122284476971
193.89,14.822036998893369
224.236,15.098440164506457
259.356,15.281160865894345
300.0,15.346853220217424
340.644,15.281158840764006
375.764,15.098436356209039
406.11,14.822031411065481
432.331,14.48121574316045
432.332,14.478868033065288
454.989,14.088433098382158
474.567,13.658259803884258
491.484,13.194903839655662
506.101,12.703625988962607
506.102,12.697246151019092
518.732,12.176688461780916
518.733,12.169028706183127
529.646,11.614834644249385
529.647,11.604750149135057
539.076,11.005220362285714
539.077,11.005246708828455
547.225,10.355937420539309
547.226,10.338056406802242
554.266,9.638944929744524
554.267,9.622028566520921
560.351,8.834823954342971
565.608,7.984451881793831
565.609,7.943750143980315
570.15,7.08520646493881
570.151,7.059184269156881
574.076,6.1528034659496305
574.077,6.094486437072863
577.467,5.2871904264437015
577.468,5.235217679350503
580.398,4.4475534278379545
580.399,4.3428550364922724
582.93,3.5555545126274173
582.931,3.5258170714164003
585.118,2.4711239011430948
585.119,2.5120275311259843
587.009,0.0
587.01,0.0
